Company,Title,Role,Experience,Real Salary,Expected Salary,Education,Company Rating,Reviews of Company,Location,Skills,Link,Review Page of Company
Career Maker,Speech Scientist - Artificial Intelligence/Machine Learning,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-8 Yrs ,Not disclosed,,"UG :B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any SpecializationPG :MS/M.Sc(Science) in Maths, ComputersDoctorate :Ph.D/Doctorate in Computers, Maths",,,Bangalore/Bengaluru,JavaSignal Processingdata scienceNatural Language ProcessingImage ProcessingPythonSpeech RecognitionNeural Networks,https://www.naukri.com/job-listings-speech-scientist-artificial-intelligence-machine-learning-career-maker-bangalore-bengaluru-3-to-8-years-080822911393,
Career Maker,Senior Manager/Operations Research Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-10 Yrs ,Not disclosed,,"UG :B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any SpecializationPG :Any PostgraduateDoctorate :Ph.D/Doctorate in Statistics, Computers, Maths",,,Bangalore/Bengaluru,JavaC++data-modelingPerlGroovyRubyprogrammingClojure,https://www.naukri.com/job-listings-senior-manager-operations-research-scientist-career-maker-bangalore-bengaluru-5-to-10-years-080822911371,
Corner Tree Consulting,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",10-20 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,RAzurePythonData AnalyticsMachine learningAzure IOTLearningOptimization,https://www.naukri.com/job-listings-data-scientist-corner-tree-consulting-bangalore-bengaluru-10-to-20-years-080822907453,
Corner Tree Consulting,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",6-10 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,RMachie LearningDevopsMachine LearningPythonData AnalyticsCI / CDAzure IOT,https://www.naukri.com/job-listings-data-scientist-corner-tree-consulting-bangalore-bengaluru-6-to-10-years-080822907440,
Sarthee Consultancy ,Data Scientist Sr. Data Scientist For bangalore location,"['RoleData Scientist', 'Industry TypeSoftware Product', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-6 Yrs ,Not disclosed,,"UG :B.Tech/B.E. in Electronics/Telecommunication, Computers, Diploma in Computers, BCA in Computers, B.Sc in Maths, ComputersPG :MCA in Computers, M.Tech in Computers, MS/M.Sc(Science) in Maths, Computers",,,Bangalore/Bengaluru,Predictive AnalysisRPythonD3 jsSparkMongo DBRegressionData Science,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-for-bangalore-location-sarthee-consultancy-bangalore-bengaluru-3-to-6-years-080822004039,
Mount Talent Consulting Private Limited ,Data Science,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-5 Yrs ,Not disclosed,,UG :Any GraduatePG :Any Postgraduate,,,"Noida, Faridabad, Gurgaon/Gurugram, Bangalore/Bengaluru, Greater Noida, Delhi / NCR",pythondata scienceSASQlikViewVBAMS Accessdata miningRDBMS,https://www.naukri.com/job-listings-data-science-mount-talent-consulting-private-limited-noida-faridabad-gurgaon-gurugram-bangalore-bengaluru-greater-noida-delhi-ncr-2-to-5-years-080722602470,
Yo HR Consultancy,Principal Data Scientist - Machine Learning,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-9 Yrs ,Not disclosed,,"UG :BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any SpecializationPG :Any PostgraduateDoctorate :Doctorate Not Required",,,Bangalore/Bengaluru,Machine LearningJuliaanalyticalcommunicationPythondata visualizationRData Scientist,https://www.naukri.com/job-listings-principal-data-scientist-machine-learning-yo-hr-consultancy-bangalore-bengaluru-4-to-9-years-070822901108,
KARYA CONSULTANTS PRIVATE LIMITED,Data Scientist_ 2+ years,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-6 Yrs ,Not disclosed,,UG :Any Graduate,,,Bangalore/Bengaluru,big dataAzureTableausparkSpotfirePower BIQlikhive,https://www.naukri.com/job-listings-data-scientist-2-years-karya-consultants-private-limited-bangalore-bengaluru-2-to-6-years-060722604543,
Career Maker,Senior Manager/Operations Research Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-10 Yrs ,Not disclosed,,"UG :Any GraduatePG :Any PostgraduateDoctorate :Ph.D/Doctorate in Statistics, Computers",,,Bangalore/Bengaluru,Machine LearningRXPRESSAMPLCPLEXMoselGurobiMatlab,https://www.naukri.com/job-listings-senior-manager-operations-research-scientist-career-maker-bangalore-bengaluru-5-to-10-years-050822903912,
FUTURES AND CAREERS,data science(R),"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-9 Yrs ,Not disclosed,,UG :Any Graduate,,,Bangalore/Bengaluru,data scienceExcelR codeIT Skills,https://www.naukri.com/job-listings-data-science-r-futures-and-careers-bangalore-bengaluru-4-to-9-years-040822602709,
BRIJ HR SOLLUTIONS  ,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']","18,00,000 - 32,50,000 PA. ","18,00,000 - 32,50,000 PA.",,UG :Any Graduate,,,Remote,StatSparkPythonJavacommunicationAWSScalaIT Skills,https://www.naukri.com/job-listings-data-scientist-brij-hr-sollutions-bangalore-bengaluru-2-to-4-years-040822007932,
Anlage Infotech (I) Pvt. Ltd.   ,Data Scientist,"['RoleData Scientist', 'Industry TypeBanking', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-8 Yrs ,Not disclosed,,"UG :B.Tech/B.E. in Any Specialization, Any GraduatePG :MBA/PGDM in Any Specialization, PG Diploma in Any Specialization, MS/M.Sc(Science) in Any Specialization, M.Tech in Any Specialization, MCA in Any SpecializationDoctorate :Any Doctorate, MPHIL in Any Specialization, Ph.D/Doctorate in Any Specialization, Other Doctorate, Doctorate Not Required",,,Bangalore/Bengaluru,Data scienceNLPSecurity researchMLstatisticsData scientistpythonImage processing,https://www.naukri.com/job-listings-data-scientist-anlage-infotech-i-pvt-ltd-bangalore-bengaluru-3-to-8-years-020822004870,
Huquo Consulting Pvt. Ltd,Manager - Data Scientist/Python - KPO,"['RoleData Scientist', 'Industry TypeAnalytics / KPO / Research', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-8 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,Gurgaon/Gurugram,Data ScienceRetail AnalyticsData ManagementStatisticsPythonnlpcorrelationgrads,https://www.naukri.com/job-listings-manager-data-scientist-python-kpo-huquo-consulting-pvt-ltd-gurgaon-gurugram-5-to-8-years-300722906739,
PlaceMinds Consulting Pvt. Ltd,Data Scientist,"['RoleData Scientist', 'Industry TypePharmaceutical & Life Sciences', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",6-8 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,customer segmentationRpython,https://www.naukri.com/job-listings-data-scientist-placeminds-consulting-pvt-ltd-bangalore-bengaluru-6-to-8-years-210722902222,
PlaceMinds Consulting Pvt. Ltd,Data Scientist,"['RoleData Scientist', 'Industry TypePharmaceutical & Life Sciences', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",6-10 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,Pythonanalyticscustomer segmentationRpharma analyticsMarket mix modelingstatistical modelinghealthcare analytics,https://www.naukri.com/job-listings-data-scientist-placeminds-consulting-pvt-ltd-bangalore-bengaluru-6-to-10-years-190722903072,
Huquo Consulting Pvt. Ltd,Assistant Manager/Manager/Senior Manager - Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",4-9 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,"Delhi / NCR, Bangalore/Bengaluru",RSASPythonPytorchMachine LearninganalyticalSpaCityanalytics,https://www.naukri.com/job-listings-assistant-manager-manager-senior-manager-data-scientist-huquo-consulting-pvt-ltd-delhi-ncr-bangalore-bengaluru-4-to-9-years-180722906139,
ARA Resources Private Limited  ,Data Scientist,"['RoleData Scientist', 'Industry TypeSoftware Product', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",1-4 Yrs ,"12,00,000 - 15,00,000 PA.",,UG :Any Graduate,,,Bangalore/Bengaluru,Data ScienceExcel PowerpointData ScientistPythonAIPowerPointRPowerBI,https://www.naukri.com/job-listings-data-scientist-ara-resources-private-limited-bangalore-bengaluru-1-to-4-years-130722009925,
Huquo Consulting Pvt. Ltd,Assistant Manager/Manager/Senior Manager - Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-7 Yrs ,Not disclosed,,"UG :B.Tech/B.E. in Computers, B.Sc in Maths, Statistics, B.A in Economics, Statistics, MathsPG :M.A in Maths, Economics, Statistics, MS/M.Sc(Science) in Maths, Statistics, M.Tech in ComputersDoctorate :Doctorate Not Required",,,"Gurgaon/Gurugram, Bangalore/Bengaluru",CreativeContent DevelopmentContent WritingEditorialSpark NLPStatistical modelingRPython,https://www.naukri.com/job-listings-assistant-manager-manager-senior-manager-data-scientist-huquo-consulting-pvt-ltd-gurgaon-gurugram-bangalore-bengaluru-2-to-7-years-110722902012,
EXPONENT CONSULTING PRIVATE LIMITED,Hiring Time Series Forecasting - Data Scientist @ Agritech Startup,"['RoleData Scientist', 'Industry TypeAgriculture / Forestry / Fishing', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-3 Yrs ,Not disclosed,,"UG :B.Tech/B.E. in Any SpecializationPG :MCA in Any Specialization, M.Tech in Computers, MS/M.Sc(Science) in Computers, Statistics",,,Bangalore/Bengaluru,PandasTime Series ForecastingNumpyScikit-LearnPythonTensorflowPytorchStatsmodels,https://www.naukri.com/job-listings-hiring-time-series-forecasting-data-scientist-agritech-startup-exponent-consulting-private-limited-bangalore-bengaluru-2-to-3-years-090822003211,
Connexions,Data Scientist- With a Series C Funded Product Based Fintech,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-6 Yrs ,Not disclosed,,UG :B.Tech/B.E. in Any SpecializationPG :M.Tech in Any SpecializationDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,ML AlgorithmIT SkillsPythonData ScienceMachine LearningNoSQLRDBMSData Structures,https://www.naukri.com/job-listings-data-scientist-with-a-series-c-funded-product-based-fintech-connexions-bangalore-bengaluru-5-to-6-years-050722908773,
Executive Selection India,Senior Data Science Engineer,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-8 Yrs ,Not disclosed,,UG :B.Tech/B.E. in Any SpecializationPG :MCA in Any SpecializationDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,PythonIT SkillsData ScienceMachine LearningtroubleshootingDB designmonitoring,https://www.naukri.com/job-listings-senior-data-science-engineer-executive-selection-india-bangalore-bengaluru-3-to-8-years-040722901144,
cliqhr.com,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-8 Yrs ,Not disclosed,,UG :B.Tech/B.E. in Any SpecializationPG :M.Tech in Any SpecializationDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,pythonIT SkillsJavaData ScienceTableaualgorithmsrdata analysis,https://www.naukri.com/job-listings-data-scientist-cliqhr-com-bangalore-bengaluru-5-to-8-years-030822905017,
Connexions,DATA SCIENTIST/SR DATA SCIENTIST  - Fintech      JOBCODE234,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",2-6 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,boostDecision treeSQL queriespythonLogistic Regressioncredit riskpredictive modelingfintech,https://www.naukri.com/job-listings-data-scientist-sr-data-scientist-fintech-jobcode234-connexions-bangalore-bengaluru-2-to-6-years-030822902214,
Anlage Infotech (I) Pvt. Ltd.   ,Data Scientist (Female),"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",3-8 Yrs ,Not disclosed,,"UG :B.Tech/B.E. in Any SpecializationPG :MBA/PGDM in Any Specialization, M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, MCA in Any Specialization",,,Bangalore/Bengaluru,Data ScienceRpythonXGBNLPdata scientistMachine LearningStatistics,https://www.naukri.com/job-listings-data-scientist-female-anlage-infotech-i-pvt-ltd-bangalore-bengaluru-3-to-8-years-030822004659,
cliqhr.com,Data Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",5-10 Yrs ,Not disclosed,,"UG :BCA in Computers, B.Sc in Computers, B.Tech/B.E. in ComputersPG :M.Tech in Any SpecializationDoctorate :Doctorate Not Required",,,Bangalore/Bengaluru,data mining-RTableaucommunicationSQLC++Python,https://www.naukri.com/job-listings-data-scientist-cliqhr-com-bangalore-bengaluru-5-to-10-years-010722906455,
Career Maker,Image Analysis Scientist,"['RoleData Scientist', 'Industry TypeIT Services & Consulting', 'Functional AreaData Science & Analytics', 'Employment TypeFull Time', ' PermanentRole CategoryData Science & Machine Learning']",8-12 Yrs ,Not disclosed,,UG :Any GraduatePG :Any PostgraduateDoctorate :Doctorate Not Required,,,Bangalore/Bengaluru,3D2DC++CImage ProcessingPattern RecognitionanalysisBiometrics,https://www.naukri.com/job-listings-image-analysis-scientist-career-maker-bangalore-bengaluru-8-to-12-years-010722903860,
